Mendacium,Depth,Price
3.032,855.244,60.96615351
2.537,176.931,53.23648012
9.973,419.65,74.81158984
8.126,747.018,70.59490674
12.411,2274.389,163.4171591
5.354,624.582,54.19633974
5.011,2365.407,101.640151
2.857,2467.303,103.3482287
12.416,1032.066,110.2855636
11.744,2073.54,137.4150433
3.401,29.143,48.94305391
1.039,299.571,43.06032483
12.219,2141.104,150.4659888
8.625,1235.801,81.97367604
4.39,644.722,58.76617937
5.241,2364.632,98.63901221
12.378,1222.578,124.1788281
5.822,1264.855,65.00795636
12.18,780.199,99.59102595
0.385,516.284,43.94594108
10.08,1453.499,84.62096841
12.038,2266.41,147.2194863
12.982,1797.207,146.0463025
2.329,2353.625,93.49454109
7.992,2344.402,118.4340911
4.654,1514.899,61.29298875
1.133,1651.895,79.37676448
12.213,1544.355,121.5939945
2.668,2412.072,106.5030878
4.664,661.761,62.54159539
0.618,2924.286,128.3070688
3.454,1550.948,79.21580965
11.813,73.112,94.12572903
1.017,312.8,38.52075382
9.478,1436.645,96.88555747
7.985,798.543,65.48681035
2.453,2790.816,117.884153
1.755,247.752,51.47749688
2.771,1609.462,73.97197536
11.559,1943.008,123.8830635
8.645,2250.942,116.8790689
7.523,2291.386,100.8882921
